Play #,State,Action,Reward,Next State,Terminated
1,[-0.4251702  -0.00156165],1,-1.0,[-0.4274594  -0.00228918],0
1,[-0.4274594  -0.00228918],1,-1.0,[-0.43045965 -0.00300027],0
1,[-0.43045965 -0.00300027],1,-1.0,[-0.4341494  -0.00368976],0
1,[-0.4341494  -0.00368976],1,-1.0,[-0.438502   -0.00435261],0
1,[-0.438502   -0.00435261],1,-1.0,[-0.44348595 -0.00498392],0
1,[-0.44348595 -0.00498392],1,-1.0,[-0.44906494 -0.005579  ],0
1,[-0.44906494 -0.005579  ],1,-1.0,[-0.4551983  -0.00613336],0
1,[-0.4551983  -0.00613336],1,-1.0,[-0.46184108 -0.00664277],0
1,[-0.46184108 -0.00664277],1,-1.0,[-0.46894437 -0.00710331],0
1,[-0.46894437 -0.00710331],1,-1.0,[-0.47645575 -0.00751138],0
1,[-0.47645575 -0.00751138],1,-1.0,[-0.48431954 -0.00786378],0
1,[-0.48431954 -0.00786378],1,-1.0,[-0.4924772  -0.00815769],0
1,[-0.4924772  -0.00815769],1,-1.0,[-0.50086796 -0.00839076],0
1,[-0.50086796 -0.00839076],1,-1.0,[-0.5094291  -0.00856111],0
1,[-0.5094291  -0.00856111],1,-1.0,[-0.51809645 -0.00866735],0
1,[-0.51809645 -0.00866735],1,-1.0,[-0.52680504 -0.00870862],0
1,[-0.52680504 -0.00870862],1,-1.0,[-0.5354896  -0.00868457],0
1,[-0.5354896  -0.00868457],1,-1.0,[-0.544085   -0.00859541],0
1,[-0.544085   -0.00859541],1,-1.0,[-0.5525269  -0.00844186],0
1,[-0.5525269  -0.00844186],1,-1.0,[-0.56075203 -0.00822517],0
1,[-0.56075203 -0.00822517],1,-1.0,[-0.5686992 -0.0079471],0
1,[-0.5686992 -0.0079471],1,-1.0,[-0.576309   -0.00760987],0
1,[-0.576309   -0.00760987],1,-1.0,[-0.58352524 -0.00721619],0
1,[-0.58352524 -0.00721619],1,-1.0,[-0.59029436 -0.00676916],0
1,[-0.59029436 -0.00676916],1,-1.0,[-0.5965667  -0.00627228],0
1,[-0.5965667  -0.00627228],1,-1.0,[-0.60229605 -0.00572938],0
1,[-0.60229605 -0.00572938],1,-1.0,[-0.60744065 -0.00514461],0
1,[-0.60744065 -0.00514461],1,-1.0,[-0.61196303 -0.00452241],0
1,[-0.61196303 -0.00452241],1,-1.0,[-0.6158305  -0.00386741],0
1,[-0.6158305  -0.00386741],1,-1.0,[-0.6190149  -0.00318447],0
1,[-0.6190149  -0.00318447],1,-1.0,[-0.6214935  -0.00247858],0
1,[-0.6214935  -0.00247858],1,-1.0,[-0.6232484  -0.00175488],0
1,[-0.6232484  -0.00175488],1,-1.0,[-0.624267   -0.00101859],0
1,[-0.624267   -0.00101859],1,-1.0,[-6.245420e-01 -2.750014e-04],0
1,[-6.245420e-01 -2.750014e-04],1,-1.0,[-6.240714e-01  4.705543e-04],0
1,[-6.240714e-01  4.705543e-04],1,-1.0,[-0.6228587   0.00121274],0
1,[-0.6228587   0.00121274],1,-1.0,[-0.62091243  0.00194624],0
1,[-0.62091243  0.00194624],1,-1.0,[-0.6182467   0.00266577],0
1,[-0.6182467   0.00266577],1,-1.0,[-0.61488056  0.00336613],0
1,[-0.61488056  0.00336613],1,-1.0,[-0.61083835  0.00404221],0
1,[-0.61083835  0.00404221],1,-1.0,[-0.60614926  0.00468907],0
1,[-0.60614926  0.00468907],1,-1.0,[-0.6008474   0.00530189],0
1,[-0.6008474   0.00530189],1,-1.0,[-0.5949713   0.00587608],0
1,[-0.5949713   0.00587608],1,-1.0,[-0.58856404  0.00640729],0
1,[-0.58856404  0.00640729],1,-1.0,[-0.58167255  0.00689145],0
1,[-0.58167255  0.00689145],1,-1.0,[-0.5743478   0.00732481],0
1,[-0.5743478   0.00732481],1,-1.0,[-0.56664383  0.00770395],0
1,[-0.56664383  0.00770395],1,-1.0,[-0.5586179  0.0080259],0
1,[-0.5586179  0.0080259],1,-1.0,[-0.55032986  0.00828806],0
1,[-0.55032986  0.00828806],1,-1.0,[-0.5418415   0.00848833],0
1,[-0.5418415   0.00848833],1,-1.0,[-0.5332165   0.00862508],0
1,[-0.5332165   0.00862508],1,-1.0,[-0.52451926  0.0086972 ],1
2,"(array([-0.5657407,  0.       ], dtype=float32), {})",1,-1.0,[-5.6542546e-01  3.1522315e-04],0
2,[-5.6542546e-01  3.1522315e-04],1,-1.0,[-0.5647974  0.0006281],0
2,[-0.5647974  0.0006281],1,-1.0,[-0.5638611  0.0009363],0
2,[-0.5638611  0.0009363],1,-1.0,[-0.56262356  0.00123754],0
2,[-0.56262356  0.00123754],1,-1.0,[-0.561094    0.00152956],0
2,[-0.561094    0.00152956],1,-1.0,[-0.5592838   0.00181018],0
2,[-0.5592838   0.00181018],1,-1.0,[-0.5572065  0.0020773],0
2,[-0.5572065  0.0020773],1,-1.0,[-0.5548776   0.00232893],0
2,[-0.5548776   0.00232893],1,-1.0,[-0.5523144   0.00256318],0
2,[-0.5523144   0.00256318],1,-1.0,[-0.5495361   0.00277828],0
2,[-0.5495361   0.00277828],1,-1.0,[-0.5465635   0.00297262],0
2,[-0.5465635   0.00297262],1,-1.0,[-0.54341877  0.00314471],0
2,[-0.54341877  0.00314471],1,-1.0,[-0.5401255   0.00329328],0
2,[-0.5401255   0.00329328],1,-1.0,[-0.5367083   0.00341718],0
2,[-0.5367083   0.00341718],1,-1.0,[-0.5331928   0.00351547],0
2,[-0.5331928   0.00351547],1,-1.0,[-0.52960545  0.00358742],0
2,[-0.52960545  0.00358742],1,-1.0,[-0.52597296  0.00363247],0
2,[-0.52597296  0.00363247],1,-1.0,[-0.5223227   0.00365027],0
2,[-0.5223227   0.00365027],1,-1.0,[-0.518682   0.0036407],0
2,[-0.518682   0.0036407],1,-1.0,[-0.5150781   0.00360383],0
2,[-0.5150781   0.00360383],1,-1.0,[-0.5115382   0.00353993],0
2,[-0.5115382   0.00353993],1,-1.0,[-0.5080887   0.00344949],0
2,[-0.5080887   0.00344949],1,-1.0,[-0.5047555   0.00333321],0
2,[-0.5047555   0.00333321],1,-1.0,[-0.50156355  0.00319196],0
2,[-0.50156355  0.00319196],1,-1.0,[-0.49853674  0.00302682],0
2,[-0.49853674  0.00302682],1,-1.0,[-0.4956977   0.00283903],0
2,[-0.4956977   0.00283903],1,-1.0,[-0.49306768  0.00263002],0
2,[-0.49306768  0.00263002],1,-1.0,[-0.49066633  0.00240135],0
2,[-0.49066633  0.00240135],1,-1.0,[-0.48851156  0.00215476],0
2,[-0.48851156  0.00215476],1,-1.0,[-0.48661947  0.00189209],0
2,[-0.48661947  0.00189209],1,-1.0,[-0.48500416  0.00161532],0
2,[-0.48500416  0.00161532],1,-1.0,[-0.48367766  0.0013265 ],0
2,[-0.48367766  0.0013265 ],1,-1.0,[-0.48264986  0.00102781],0
2,[-0.48264986  0.00102781],1,-1.0,[-0.48192838  0.00072147],0
2,[-0.48192838  0.00072147],1,-1.0,[-4.8151863e-01  4.0975158e-04],0
2,[-4.8151863e-01  4.0975158e-04],1,-1.0,[-4.8142365e-01  9.4988100e-05],0
2,[-4.8142365e-01  9.4988100e-05],1,-1.0,[-4.8164412e-01 -2.2048209e-04],0
2,[-4.8164412e-01 -2.2048209e-04],1,-1.0,[-0.48217845 -0.00053431],0
2,[-0.48217845 -0.00053431],1,-1.0,[-0.4830226  -0.00084417],0
2,[-0.4830226  -0.00084417],1,-1.0,[-0.48417035 -0.00114774],0
2,[-0.48417035 -0.00114774],1,-1.0,[-0.4856131  -0.00144276],0
2,[-0.4856131  -0.00144276],1,-1.0,[-0.48734012 -0.00172704],0
2,[-0.48734012 -0.00172704],1,-1.0,[-0.48933858 -0.00199844],0
2,[-0.48933858 -0.00199844],1,-1.0,[-0.4915935  -0.00225494],0
2,[-0.4915935  -0.00225494],1,-1.0,[-0.4940881  -0.00249461],0
2,[-0.4940881  -0.00249461],1,-1.0,[-0.4968038  -0.00271565],0
2,[-0.4968038  -0.00271565],1,-1.0,[-0.4997202 -0.0029164],0
2,[-0.4997202 -0.0029164],1,-1.0,[-0.5028155  -0.00309533],0
2,[-0.5028155  -0.00309533],1,-1.0,[-0.5060666  -0.00325111],0
2,[-0.5060666  -0.00325111],1,-1.0,[-0.5094491  -0.00338254],0
2,[-0.5094491  -0.00338254],1,-1.0,[-0.5129378  -0.00348863],0
2,[-0.5129378  -0.00348863],1,-1.0,[-0.5165064  -0.00356857],0
2,[-0.5165064  -0.00356857],1,-1.0,[-0.52012813 -0.00362176],0
2,[-0.52012813 -0.00362176],1,-1.0,[-0.5237759  -0.00364779],0
2,[-0.5237759  -0.00364779],1,-1.0,[-0.52742237 -0.00364646],0
2,[-0.52742237 -0.00364646],1,-1.0,[-0.53104013 -0.00361779],0
2,[-0.53104013 -0.00361779],1,-1.0,[-0.5346021  -0.00356198],0
2,[-0.5346021  -0.00356198],1,-1.0,[-0.5380816  -0.00347947],0
2,[-0.5380816  -0.00347947],1,-1.0,[-0.54145247 -0.00337088],0
2,[-0.54145247 -0.00337088],1,-1.0,[-0.54468954 -0.00323704],0
2,[-0.54468954 -0.00323704],1,-1.0,[-0.5477685  -0.00307897],0
2,[-0.5477685  -0.00307897],1,-1.0,[-0.55066633 -0.00289785],0
2,[-0.55066633 -0.00289785],1,-1.0,[-0.5533614  -0.00269507],0
2,[-0.5533614  -0.00269507],1,-1.0,[-0.5558336  -0.00247215],0
2,[-0.5558336  -0.00247215],1,-1.0,[-0.55806434 -0.00223076],0
2,[-0.55806434 -0.00223076],1,-1.0,[-0.5600371  -0.00197273],0
2,[-0.5600371  -0.00197273],1,-1.0,[-0.56173706 -0.00169999],0
2,[-0.56173706 -0.00169999],1,-1.0,[-0.56315166 -0.00141458],0
2,[-0.56315166 -0.00141458],1,-1.0,[-0.56427026 -0.00111862],0
2,[-0.56427026 -0.00111862],1,-1.0,[-0.5650846  -0.00081434],0
2,[-0.5650846  -0.00081434],1,-1.0,[-5.655886e-01 -5.040036e-04],0
2,[-5.655886e-01 -5.040036e-04],1,-1.0,[-5.6577849e-01 -1.8991214e-04],0
2,[-5.6577849e-01 -1.8991214e-04],1,-1.0,[-5.6565291e-01  1.2559236e-04],0
2,[-5.6565291e-01  1.2559236e-04],1,-1.0,[-5.652128e-01  4.401624e-04],0
2,[-5.652128e-01  4.401624e-04],1,-1.0,[-0.5644613   0.00075146],0
2,[-0.5644613   0.00075146],1,-1.0,[-0.56340414  0.00105716],0
2,[-0.56340414  0.00105716],1,-1.0,[-0.56204915  0.00135499],0
2,[-0.56204915  0.00135499],1,-1.0,[-0.56040645  0.00164273],0
2,[-0.56040645  0.00164273],1,-1.0,[-0.5584882   0.00191823],0
2,[-0.5584882   0.00191823],1,-1.0,[-0.5563088   0.00217942],0
2,[-0.5563088   0.00217942],1,-1.0,[-0.55388445  0.00242435],0
2,[-0.55388445  0.00242435],2,-1.0,[-0.55023324  0.00365118],0
2,[-0.55023324  0.00365118],2,-1.0,[-0.5453825   0.00485073],0
2,[-0.5453825   0.00485073],2,-1.0,[-0.5393685   0.00601399],0
2,[-0.5393685   0.00601399],2,-1.0,[-0.53223634  0.00713222],0
2,[-0.53223634  0.00713222],2,-1.0,[-0.5240393   0.00819699],0
2,[-0.5240393   0.00819699],2,-1.0,[-0.51483905  0.0092003 ],0
2,[-0.51483905  0.0092003 ],2,-1.0,[-0.5047044   0.01013461],0
2,[-0.5047044   0.01013461],2,-1.0,[-0.49371144  0.01099297],0
2,[-0.49371144  0.01099297],2,-1.0,[-0.48194233  0.01176912],0
2,[-0.48194233  0.01176912],2,-1.0,[-0.46948484  0.01245751],0
2,[-0.46948484  0.01245751],2,-1.0,[-0.4564314   0.01305343],0
2,[-0.4564314   0.01305343],2,-1.0,[-0.4428783   0.01355308],0
2,[-0.4428783   0.01355308],2,-1.0,[-0.42892474  0.01395358],0
2,[-0.42892474  0.01395358],2,-1.0,[-0.4146717   0.01425303],0
2,[-0.4146717   0.01425303],2,-1.0,[-0.40022117  0.01445054],0
2,[-0.40022117  0.01445054],2,-1.0,[-0.38567498  0.01454619],0
2,[-0.38567498  0.01454619],2,-1.0,[-0.37113395  0.01454103],0
2,[-0.37113395  0.01454103],2,-1.0,[-0.35669693  0.014437  ],0
2,[-0.35669693  0.014437  ],2,-1.0,[-0.34246007  0.01423689],0
2,[-0.34246007  0.01423689],2,-1.0,[-0.32851583  0.01394423],0
2,[-0.32851583  0.01394423],2,-1.0,[-0.3149526   0.01356321],0
2,[-0.3149526   0.01356321],2,-1.0,[-0.30185404  0.01309857],0
2,[-0.30185404  0.01309857],2,-1.0,[-0.2892986   0.01255546],0
2,[-0.2892986   0.01255546],2,-1.0,[-0.27735922  0.01193937],0
2,[-0.27735922  0.01193937],2,-1.0,[-0.2661032   0.01125602],0
2,[-0.2661032   0.01125602],2,-1.0,[-0.255592    0.01051123],0
2,[-0.255592    0.01051123],2,-1.0,[-0.24588113  0.00971085],0
2,[-0.24588113  0.00971085],2,-1.0,[-0.23702042  0.00886071],0
2,[-0.23702042  0.00886071],2,-1.0,[-0.22905388  0.00796653],0
2,[-0.22905388  0.00796653],2,-1.0,[-0.22201997  0.00703391],0
2,[-0.22201997  0.00703391],2,-1.0,[-0.21595173  0.00606825],0
2,[-0.21595173  0.00606825],2,-1.0,[-0.21087691  0.0050748 ],0
2,[-0.21087691  0.0050748 ],1,-1.0,[-0.2078183   0.00305862],0
2,[-0.2078183   0.00305862],1,-1.0,[-0.20678934  0.00102895],0
2,[-0.20678934  0.00102895],0,-1.0,[-0.20879455 -0.00200521],0
2,[-0.20879455 -0.00200521],0,-1.0,[-0.21382515 -0.00503059],0
2,[-0.21382515 -0.00503059],0,-1.0,[-0.22185877 -0.00803363],0
2,[-0.22185877 -0.00803363],0,-1.0,[-0.2328588  -0.01100003],0
2,[-0.2328588  -0.01100003],0,-1.0,[-0.24677323 -0.01391442],0
2,[-0.24677323 -0.01391442],0,-1.0,[-0.2635333  -0.01676006],0
2,[-0.2635333  -0.01676006],0,-1.0,[-0.28305188 -0.0195186 ],0
2,[-0.28305188 -0.0195186 ],0,-1.0,[-0.30522203 -0.02217015],0
2,[-0.30522203 -0.02217015],0,-1.0,[-0.32991534 -0.0246933 ],0
2,[-0.32991534 -0.0246933 ],0,-1.0,[-0.3569809  -0.02706556],0
2,[-0.3569809  -0.02706556],0,-1.0,[-0.3862447 -0.0292638],0
2,[-0.3862447 -0.0292638],0,-1.0,[-0.41750976 -0.03126505],0
2,[-0.41750976 -0.03126505],0,-1.0,[-0.4505571  -0.03304736],0
2,[-0.4505571  -0.03304736],0,-1.0,[-0.4851479  -0.03459079],0
2,[-0.4851479  -0.03459079],0,-1.0,[-0.52102643 -0.03587854],0
2,[-0.52102643 -0.03587854],0,-1.0,[-0.5579243  -0.03689783],0
2,[-0.5579243  -0.03689783],0,-1.0,[-0.5955651  -0.03764084],0
2,[-0.5955651  -0.03764084],0,-1.0,[-0.6336704  -0.03810528],0
2,[-0.6336704  -0.03810528],0,-1.0,[-0.67196506 -0.03829466],0
2,[-0.67196506 -0.03829466],1,-1.0,[-0.70918334 -0.0372183 ],0
2,[-0.70918334 -0.0372183 ],1,-1.0,[-0.74508053 -0.03589721],0
2,[-0.74508053 -0.03589721],1,-1.0,[-0.77943623 -0.03435566],0
2,[-0.77943623 -0.03435566],2,-1.0,[-0.811056   -0.03161979],0
2,[-0.811056   -0.03161979],2,-1.0,[-0.8397773  -0.02872132],0
2,[-0.8397773  -0.02872132],2,-1.0,[-0.86546725 -0.02568991],0
2,[-0.86546725 -0.02568991],2,-1.0,[-0.88801956 -0.02255234],0
2,[-0.88801956 -0.02255234],2,-1.0,[-0.90735155 -0.01933201],0
